"","des","x","y","MLBCODE","pitcher","type","team","inning","date","gameday_link","LASTNAME","FIRSTNAME","PLAYERID","DAVENPORTCODE","RETROSHEETCODE","batter_name","year"
"44","Flyout",94.61,107.46,592696,502748,"O","H",8,2018-04-05,"gid_2018_04_11_houmlb_minmlb_1","Rosario","Eddie",67098,"ROSARIO19910928A",NA,"Eddie Rosario","2018"
"45","Flyout",101.98,66.53,596146,572020,"O","H",2,2018-04-05,"gid_2018_04_05_seamlb_minmlb_1","Kepler","Max",68091,"KEPLER-RO19930210A",NA,"Max Kepler","2018"
"46","Flyout",102.122714068954,65.1765316403433,592696,543037,"O","H",4,2019-03-28,"gid_2019_04_30_houmlb_minmlb_1","Rosario","Eddie",67098,"ROSARIO19910928A",NA,"Eddie Rosario","2019"
"47","Flyout",102.14,81.84,596146,605483,"O","A",5,2018-04-05,"gid_2018_04_21_minmlb_tbamlb_1","Kepler","Max",68091,"KEPLER-RO19930210A",NA,"Max Kepler","2018"
"48","Flyout",102.382088938922,82.2990078109991,592696,545333,"O","H",7,2019-03-28,"gid_2019_03_30_clemlb_minmlb_1","Rosario","Eddie",67098,"ROSARIO19910928A",NA,"Eddie Rosario","2019"
"49","Flyout",104.642757928861,83.6820793513058,592696,533167,"O","H",2,2019-03-28,"gid_2019_04_15_tormlb_minmlb_1","Rosario","Eddie",67098,"ROSARIO19910928A",NA,"Eddie Rosario","2019"
"50","Flyout",105.753264934704,37.6923062355523,592696,612434,"O","A",6,2019-03-28,"gid_2019_04_20_minmlb_balmlb_1","Rosario","Eddie",67098,"ROSARIO19910928A",NA,"Eddie Rosario","2019"
"51","Flyout",108.505324910135,104.925870668879,596146,621107,"O","A",5,2019-03-28,"gid_2019_04_07_minmlb_phimlb_1","Kepler","Max",68091,"KEPLER-RO19930210A",NA,"Max Kepler","2019"
"52","Flyout",109.53,66.84,596146,502190,"O","H",5,2018-04-05,"gid_2018_04_07_seamlb_minmlb_1","Kepler","Max",68091,"KEPLER-RO19930210A",NA,"Max Kepler","2018"
"53","Flyout",115.14724725583,56.4923732786935,592696,594798,"O","A",1,2019-03-28,"gid_2019_04_09_minmlb_nynmlb_1","Rosario","Eddie",67098,"ROSARIO19910928A",NA,"Eddie Rosario","2019"
"54","Flyout",116.42,50.63,596146,592332,"O","A",1,2018-04-05,"gid_2018_04_01_minmlb_balmlb_1","Kepler","Max",68091,"KEPLER-RO19930210A",NA,"Max Kepler","2018"
"55","Flyout",117.84,41.9,592696,592789,"O","A",4,2019-03-28,"gid_2019_04_10_minmlb_nynmlb_1","Rosario","Eddie",67098,"ROSARIO19910928A",NA,"Eddie Rosario","2019"
"56","Flyout",118.25,43.34,596146,596720,"O","A",6,2018-04-05,"gid_2018_04_04_minmlb_pitmlb_1","Kepler","Max",68091,"KEPLER-RO19930210A",NA,"Max Kepler","2018"
"57","Flyout",119.18,89.74,596146,641816,"O","H",2,2018-04-05,"gid_2018_04_29_cinmlb_minmlb_1","Kepler","Max",68091,"KEPLER-RO19930210A",NA,"Max Kepler","2018"
"58","Flyout",120.202333699492,39.0205751537152,592696,489119,"O","A",3,2019-03-28,"gid_2019_04_23_minmlb_houmlb_1","Rosario","Eddie",67098,"ROSARIO19910928A",NA,"Eddie Rosario","2019"
"59","Flyout",120.348636536551,96.121026699211,592696,606965,"O","H",9,2019-03-28,"gid_2019_04_30_houmlb_minmlb_1","Rosario","Eddie",67098,"ROSARIO19910928A",NA,"Eddie Rosario","2019"
"60","Flyout",120.598452517551,85.5654680078715,596146,594798,"O","A",3,2019-03-28,"gid_2019_04_09_minmlb_nynmlb_1","Kepler","Max",68091,"KEPLER-RO19930210A",NA,"Max Kepler","2019"
"61","Flyout",122.709877781765,50.2104550240859,596146,471911,"O","H",1,2019-03-28,"gid_2019_03_31_clemlb_minmlb_1","Kepler","Max",68091,"KEPLER-RO19930210A",NA,"Max Kepler","2019"
"62","Flyout",122.857768691589,76.2616822429907,596146,605164,"O","H",4,2019-03-28,"gid_2019_04_28_balmlb_minmlb_1","Kepler","Max",68091,"KEPLER-RO19930210A",NA,"Max Kepler","2019"
"63","Flyout",131.62,84.08,592696,621397,"O","H",9,2018-04-05,"gid_2018_04_18_clemlb_minmlb_1","Rosario","Eddie",67098,"ROSARIO19910928A",NA,"Eddie Rosario","2018"
"64","Flyout",133.633522335182,69.5411821573264,592696,543037,"O","H",1,2019-03-28,"gid_2019_04_30_houmlb_minmlb_1","Rosario","Eddie",67098,"ROSARIO19910928A",NA,"Eddie Rosario","2019"
"65","Flyout",139.507239153801,33.5838559279772,592696,622505,"O","H",7,2019-03-28,"gid_2019_04_13_detmlb_minmlb_1","Rosario","Eddie",67098,"ROSARIO19910928A",NA,"Eddie Rosario","2019"
"66","Flyout",139.66,94.91,596146,607219,"O","H",4,2018-04-05,"gid_2018_04_28_cinmlb_minmlb_1","Kepler","Max",68091,"KEPLER-RO19930210A",NA,"Max Kepler","2018"
"67","Flyout",144.220341985008,78.297194325577,596146,607625,"O","A",6,2019-03-28,"gid_2019_04_09_minmlb_nynmlb_1","Kepler","Max",68091,"KEPLER-RO19930210A",NA,"Max Kepler","2019"
"68","Flyout",144.958284000055,37.2424339523492,592696,502202,"O","A",10,2019-03-28,"gid_2019_04_02_minmlb_kcamlb_1","Rosario","Eddie",67098,"ROSARIO19910928A",NA,"Eddie Rosario","2019"
"69","Flyout",145.81,95.26,592696,607219,"O","H",1,2018-04-05,"gid_2018_04_28_cinmlb_minmlb_1","Rosario","Eddie",67098,"ROSARIO19910928A",NA,"Eddie Rosario","2018"
"70","Flyout",152.196017665154,46.9334247167555,592696,643316,"O","H",6,2019-03-28,"gid_2019_04_27_balmlb_minmlb_1","Rosario","Eddie",67098,"ROSARIO19910928A",NA,"Eddie Rosario","2019"
"71","Flyout",152.29,71.78,596146,501925,"O","H",8,2018-04-05,"gid_2018_04_10_houmlb_minmlb_1","Kepler","Max",68091,"KEPLER-RO19930210A",NA,"Max Kepler","2018"
"72","Flyout",161.48,56.91,596146,547888,"O","A",7,2018-04-05,"gid_2018_04_23_minmlb_nyamlb_1","Kepler","Max",68091,"KEPLER-RO19930210A",NA,"Max Kepler","2018"
"73","Flyout",161.70218562438,94.4189558287212,596146,434378,"O","A",4,2019-03-28,"gid_2019_04_24_minmlb_houmlb_1","Kepler","Max",68091,"KEPLER-RO19930210A",NA,"Max Kepler","2019"
"74","Flyout",167.34,70.4,592696,502190,"O","H",4,2018-04-05,"gid_2018_04_07_seamlb_minmlb_1","Rosario","Eddie",67098,"ROSARIO19910928A",NA,"Eddie Rosario","2018"
"75","Flyout",169.329822839886,78.5977563109522,592696,533167,"O","H",5,2019-03-28,"gid_2019_04_15_tormlb_minmlb_1","Rosario","Eddie",67098,"ROSARIO19910928A",NA,"Eddie Rosario","2019"
"76","Flyout",170.33,82.12,596146,571735,"O","A",9,2018-04-05,"gid_2018_04_23_minmlb_nyamlb_1","Kepler","Max",68091,"KEPLER-RO19930210A",NA,"Max Kepler","2018"
"77","Flyout",171.129290696288,72.9714892494111,592696,545333,"O","H",2,2019-03-28,"gid_2019_03_30_clemlb_minmlb_1","Rosario","Eddie",67098,"ROSARIO19910928A",NA,"Eddie Rosario","2019"
"78","Flyout",172.673878629858,76.0072864305935,592696,502748,"O","A",3,2019-03-28,"gid_2019_04_22_minmlb_houmlb_1","Rosario","Eddie",67098,"ROSARIO19910928A",NA,"Eddie Rosario","2019"
"79","Flyout",177.202380952381,126.75,592696,605388,"O","A",8,2019-03-28,"gid_2019_04_07_minmlb_phimlb_1","Rosario","Eddie",67098,"ROSARIO19910928A",NA,"Eddie Rosario","2019"
"80","Flyout",177.884088645418,109.043823409365,592696,605541,"O","A",6,2019-03-28,"gid_2019_04_19_minmlb_balmlb_1","Rosario","Eddie",67098,"ROSARIO19910928A",NA,"Eddie Rosario","2019"
"81","Flyout",177.884088645418,109.043823409365,592696,605541,"O","A",6,2019-03-28,"gid_2019_04_20_minmlb_balmlb_2","Rosario","Eddie",67098,"ROSARIO19910928A",NA,"Eddie Rosario","2019"
"82","Flyout",180.15,71.44,596146,467100,"O","A",4,2018-04-05,"gid_2018_04_04_minmlb_pitmlb_1","Kepler","Max",68091,"KEPLER-RO19930210A",NA,"Max Kepler","2018"
"83","Flyout",180.85,102.34,592696,641482,"O","A",7,2018-04-05,"gid_2018_03_31_minmlb_balmlb_1","Rosario","Eddie",67098,"ROSARIO19910928A",NA,"Eddie Rosario","2018"
"84","Flyout",181.32,33.94,592696,605164,"O","A",2,2018-04-05,"gid_2018_03_29_minmlb_balmlb_1","Rosario","Eddie",67098,"ROSARIO19910928A",NA,"Eddie Rosario","2018"
"85","Flyout",181.82,75.44,592696,594992,"O","H",4,2018-04-05,"gid_2018_04_27_cinmlb_minmlb_1","Rosario","Eddie",67098,"ROSARIO19910928A",NA,"Eddie Rosario","2018"
"86","Flyout",187.600759345794,105.654205607477,596146,446372,"O","H",1,2019-03-28,"gid_2019_03_28_clemlb_minmlb_1","Kepler","Max",68091,"KEPLER-RO19930210A",NA,"Max Kepler","2019"
"87","Flyout",188.29,108.06,592696,630023,"O","A",1,2018-04-05,"gid_2018_04_22_minmlb_tbamlb_1","Rosario","Eddie",67098,"ROSARIO19910928A",NA,"Eddie Rosario","2018"
"88","Flyout",191.822403789006,67.2089162445867,596146,502748,"O","A",2,2019-03-28,"gid_2019_04_22_minmlb_houmlb_1","Kepler","Max",68091,"KEPLER-RO19930210A",NA,"Max Kepler","2019"
"89","Flyout",193.281189340496,98.284946951887,596146,450306,"O","A",9,2019-03-28,"gid_2019_04_09_minmlb_nynmlb_1","Kepler","Max",68091,"KEPLER-RO19930210A",NA,"Max Kepler","2019"
"90","Flyout",194.910239392891,89.6118622051613,596146,519455,"O","H",2,2019-03-28,"gid_2019_04_14_detmlb_minmlb_1","Kepler","Max",68091,"KEPLER-RO19930210A",NA,"Max Kepler","2019"
"91","Flyout",200.57,90.18,596146,453562,"O","A",7,2019-03-28,"gid_2019_04_06_minmlb_phimlb_1","Kepler","Max",68091,"KEPLER-RO19930210A",NA,"Max Kepler","2019"
"92","Forceout",145.100759345794,174.766355140187,592696,502171,"O","H",3,2019-03-28,"gid_2019_04_26_balmlb_minmlb_1","Rosario","Eddie",67098,"ROSARIO19910928A",NA,"Eddie Rosario","2019"
"93","Grounded Into DP",116.5,149.35,592696,457915,"O","H",7,2019-03-28,"gid_2019_04_17_tormlb_minmlb_1","Rosario","Eddie",67098,"ROSARIO19910928A",NA,"Eddie Rosario","2019"
"94","Grounded Into DP",143.114778037383,146.96261682243,596146,596057,"O","H",4,2019-03-28,"gid_2019_04_14_detmlb_minmlb_1","Kepler","Max",68091,"KEPLER-RO19930210A",NA,"Max Kepler","2019"
"95","Grounded Into DP",145.895151869159,154.906542056075,596146,592717,"O","H",3,2019-03-28,"gid_2019_04_16_tormlb_minmlb_1","Kepler","Max",68091,"KEPLER-RO19930210A",NA,"Max Kepler","2019"
"96","Grounded Into DP",149.07,170.79,592696,663423,"O","H",1,2019-03-28,"gid_2019_04_17_tormlb_minmlb_1","Rosario","Eddie",67098,"ROSARIO19910928A",NA,"Eddie Rosario","2019"
"97","Grounded Into DP",153.441880841122,163.644859813084,592696,519096,"O","H",6,2019-03-28,"gid_2019_03_31_clemlb_minmlb_1","Rosario","Eddie",67098,"ROSARIO19910928A",NA,"Eddie Rosario","2019"
"98","Grounded Into DP",156.22,170,592696,434378,"O","H",1,2019-03-28,"gid_2019_04_29_houmlb_minmlb_1","Rosario","Eddie",67098,"ROSARIO19910928A",NA,"Eddie Rosario","2019"
"99","Groundout",99.9,153.4,592696,434378,"O","H",4,2018-04-05,"gid_2018_04_09_houmlb_minmlb_1","Rosario","Eddie",67098,"ROSARIO19910928A",NA,"Eddie Rosario","2018"
"100","Groundout",105.37,149.42,596146,621121,"O","H",1,2018-04-05,"gid_2018_04_11_houmlb_minmlb_1","Kepler","Max",68091,"KEPLER-RO19930210A",NA,"Max Kepler","2018"
"101","Groundout",106.061905152962,152.191310095571,592696,607625,"O","A",5,2019-03-28,"gid_2019_04_09_minmlb_nynmlb_1","Rosario","Eddie",67098,"ROSARIO19910928A",NA,"Eddie Rosario","2019"
"102","Groundout",108.76,155.7,596146,471911,"O","H",7,2018-04-05,"gid_2018_04_18_clemlb_minmlb_1","Kepler","Max",68091,"KEPLER-RO19930210A",NA,"Max Kepler","2018"
"103","Groundout",111.848232071713,151.713146118529,592696,489119,"O","A",6,2019-03-28,"gid_2019_04_23_minmlb_houmlb_1","Rosario","Eddie",67098,"ROSARIO19910928A",NA,"Eddie Rosario","2019"
"104","Groundout",114.72619047619,143.511904761905,596146,453562,"O","A",1,2019-03-28,"gid_2019_04_06_minmlb_phimlb_1","Kepler","Max",68091,"KEPLER-RO19930210A",NA,"Max Kepler","2019"
"105","Groundout",114.9,179.65,596146,542947,"O","A",11,2018-04-05,"gid_2018_03_29_minmlb_balmlb_1","Kepler","Max",68091,"KEPLER-RO19930210A",NA,"Max Kepler","2018"
"106","Groundout",122.7,148.7,592696,606965,"O","H",8,2018-04-05,"gid_2018_04_09_houmlb_minmlb_1","Rosario","Eddie",67098,"ROSARIO19910928A",NA,"Eddie Rosario","2018"
"107","Groundout",125.110566985583,183.331702119395,596146,434378,"O","A",6,2019-03-28,"gid_2019_04_24_minmlb_houmlb_1","Kepler","Max",68091,"KEPLER-RO19930210A",NA,"Max Kepler","2019"
"108","Groundout",126.82,198.33,596146,593334,"O","A",6,2018-04-05,"gid_2018_04_26_minmlb_nyamlb_1","Kepler","Max",68091,"KEPLER-RO19930210A",NA,"Max Kepler","2018"
"109","Groundout",129.119148406375,184.223106277891,592696,641745,"O","A",1,2019-03-28,"gid_2019_04_02_minmlb_kcamlb_1","Rosario","Eddie",67098,"ROSARIO19910928A",NA,"Eddie Rosario","2019"
"110","Groundout",131.35,184.98,596146,446372,"O","H",4,2018-04-05,"gid_2018_04_17_clemlb_minmlb_1","Kepler","Max",68091,"KEPLER-RO19930210A",NA,"Max Kepler","2018"
"111","Groundout",135.05,187.58,592696,467100,"O","A",6,2018-04-05,"gid_2018_04_04_minmlb_pitmlb_1","Rosario","Eddie",67098,"ROSARIO19910928A",NA,"Eddie Rosario","2018"
"112","Groundout",135.59,147.43,592696,502042,"O","A",4,2018-04-05,"gid_2018_04_20_minmlb_tbamlb_1","Rosario","Eddie",67098,"ROSARIO19910928A",NA,"Eddie Rosario","2018"
"113","Groundout",136.26,143.36,596146,608337,"O","H",2,2018-04-05,"gid_2018_04_12_chamlb_minmlb_1","Kepler","Max",68091,"KEPLER-RO19930210A",NA,"Max Kepler","2018"
"114","Groundout",137.59,143.95,592696,592789,"O","A",2,2019-03-28,"gid_2019_04_10_minmlb_nynmlb_1","Rosario","Eddie",67098,"ROSARIO19910928A",NA,"Eddie Rosario","2019"
"115","Groundout",138.75,149.35,596146,592791,"O","A",5,2018-04-05,"gid_2018_04_02_minmlb_pitmlb_1","Kepler","Max",68091,"KEPLER-RO19930210A",NA,"Max Kepler","2018"
"116","Groundout",138.77,149.68,596146,542960,"O","A",8,2018-04-05,"gid_2018_04_01_minmlb_balmlb_1","Kepler","Max",68091,"KEPLER-RO19930210A",NA,"Max Kepler","2018"
"117","Groundout",139.15,181.26,596146,607219,"O","H",2,2018-04-05,"gid_2018_04_28_cinmlb_minmlb_1","Kepler","Max",68091,"KEPLER-RO19930210A",NA,"Max Kepler","2018"
"118","Groundout",139.540011682243,154.11214953271,592696,453329,"O","H",3,2019-03-28,"gid_2019_04_18_tormlb_minmlb_1","Rosario","Eddie",67098,"ROSARIO19910928A",NA,"Eddie Rosario","2019"
"119","Groundout",139.83,148.64,596146,630023,"O","A",2,2018-04-05,"gid_2018_04_22_minmlb_tbamlb_1","Kepler","Max",68091,"KEPLER-RO19930210A",NA,"Max Kepler","2018"
"120","Groundout",140.29,144.09,592696,571710,"O","A",9,2019-03-28,"gid_2019_04_21_minmlb_balmlb_1","Rosario","Eddie",67098,"ROSARIO19910928A",NA,"Eddie Rosario","2019"
"121","Groundout",141.92,175.56,596146,663423,"O","H",2,2019-03-28,"gid_2019_04_17_tormlb_minmlb_1","Kepler","Max",68091,"KEPLER-RO19930210A",NA,"Max Kepler","2019"
"122","Groundout",142.51,157.81,592696,547888,"O","A",1,2018-04-05,"gid_2018_04_23_minmlb_nyamlb_1","Rosario","Eddie",67098,"ROSARIO19910928A",NA,"Eddie Rosario","2018"
"123","Groundout",142.93,149.77,596146,641816,"O","H",7,2018-04-05,"gid_2018_04_29_cinmlb_minmlb_1","Kepler","Max",68091,"KEPLER-RO19930210A",NA,"Max Kepler","2018"
"124","Groundout",143.138840063737,160.472557528859,592696,446372,"O","H",5,2019-03-28,"gid_2019_03_28_clemlb_minmlb_1","Rosario","Eddie",67098,"ROSARIO19910928A",NA,"Eddie Rosario","2019"
"125","Groundout",144.74,168.8,592696,467100,"O","A",3,2018-04-05,"gid_2018_04_04_minmlb_pitmlb_1","Rosario","Eddie",67098,"ROSARIO19910928A",NA,"Eddie Rosario","2018"
"126","Groundout",144.87,153.75,596146,606478,"O","A",8,2018-04-05,"gid_2018_03_31_minmlb_balmlb_1","Kepler","Max",68091,"KEPLER-RO19930210A",NA,"Max Kepler","2018"
"127","Groundout",145.299357476636,167.616822429907,592696,543037,"O","H",7,2019-03-28,"gid_2019_04_30_houmlb_minmlb_1","Rosario","Eddie",67098,"ROSARIO19910928A",NA,"Eddie Rosario","2019"
"128","Groundout",146.54,150.98,592696,434378,"O","H",1,2018-04-05,"gid_2018_04_09_houmlb_minmlb_1","Rosario","Eddie",67098,"ROSARIO19910928A",NA,"Eddie Rosario","2018"
"129","Groundout",146.689544392523,150.140186915888,592696,592717,"O","H",1,2019-03-28,"gid_2019_04_16_tormlb_minmlb_1","Rosario","Eddie",67098,"ROSARIO19910928A",NA,"Eddie Rosario","2019"
"130","Groundout",146.76,156.08,592696,642397,"O","H",2,2019-03-28,"gid_2019_04_12_detmlb_minmlb_1","Rosario","Eddie",67098,"ROSARIO19910928A",NA,"Eddie Rosario","2019"
"131","Groundout",147.086740654206,158.878504672897,596146,475115,"O","H",5,2019-03-28,"gid_2019_04_13_detmlb_minmlb_1","Kepler","Max",68091,"KEPLER-RO19930210A",NA,"Max Kepler","2019"
"132","Groundout",147.1,168.02,592696,453192,"O","H",8,2018-04-05,"gid_2018_04_17_clemlb_minmlb_1","Rosario","Eddie",67098,"ROSARIO19910928A",NA,"Eddie Rosario","2018"
"133","Groundout",147.26,150.07,596146,641816,"O","H",4,2018-04-05,"gid_2018_04_29_cinmlb_minmlb_1","Kepler","Max",68091,"KEPLER-RO19930210A",NA,"Max Kepler","2018"
"134","Groundout",147.41,151.21,596146,656756,"O","A",2,2018-04-05,"gid_2018_04_26_minmlb_nyamlb_1","Kepler","Max",68091,"KEPLER-RO19930210A",NA,"Max Kepler","2018"
"135","Groundout",148.42,160.35,592696,544727,"O","A",8,2019-03-28,"gid_2019_04_10_minmlb_nynmlb_1","Rosario","Eddie",67098,"ROSARIO19910928A",NA,"Eddie Rosario","2019"
"136","Groundout",148.92,151.67,592696,621237,"O","A",7,2018-04-05,"gid_2018_04_22_minmlb_tbamlb_1","Rosario","Eddie",67098,"ROSARIO19910928A",NA,"Eddie Rosario","2018"
"137","Groundout",148.929905378486,150.189241736059,592696,502748,"O","A",5,2019-03-28,"gid_2019_04_22_minmlb_houmlb_1","Rosario","Eddie",67098,"ROSARIO19910928A",NA,"Eddie Rosario","2019"
"138","Groundout",149.437873505976,167.46015807072,596146,502748,"O","A",4,2019-03-28,"gid_2019_04_22_minmlb_houmlb_1","Kepler","Max",68091,"KEPLER-RO19930210A",NA,"Max Kepler","2019"
"139","Groundout",150.453809760956,153.745018628489,596146,489119,"O","A",5,2019-03-28,"gid_2019_04_23_minmlb_houmlb_1","Kepler","Max",68091,"KEPLER-RO19930210A",NA,"Max Kepler","2019"
"140","Groundout",150.8,153.66,592696,608337,"O","H",3,2018-04-05,"gid_2018_04_12_chamlb_minmlb_1","Rosario","Eddie",67098,"ROSARIO19910928A",NA,"Eddie Rosario","2018"
"141","Groundout",150.961777888446,167.46015807072,592696,502171,"O","A",1,2019-03-28,"gid_2019_04_19_minmlb_balmlb_1","Rosario","Eddie",67098,"ROSARIO19910928A",NA,"Eddie Rosario","2019"
"142","Groundout",150.961777888446,167.46015807072,592696,502171,"O","A",1,2019-03-28,"gid_2019_04_20_minmlb_balmlb_2","Rosario","Eddie",67098,"ROSARIO19910928A",NA,"Eddie Rosario","2019"
"143","Groundout",151.45589953271,169.205607476636,592696,605164,"O","H",1,2019-03-28,"gid_2019_04_28_balmlb_minmlb_1","Rosario","Eddie",67098,"ROSARIO19910928A",NA,"Eddie Rosario","2019"
"144","Groundout",151.47,149.17,596146,593334,"O","A",8,2018-04-05,"gid_2018_04_26_minmlb_nyamlb_1","Kepler","Max",68091,"KEPLER-RO19930210A",NA,"Max Kepler","2018"
"145","Groundout",151.805555555556,154.686507936508,596146,601713,"O","A",4,2019-03-28,"gid_2019_04_05_minmlb_phimlb_1","Kepler","Max",68091,"KEPLER-RO19930210A",NA,"Max Kepler","2019"
"146","Groundout",152.016184145129,171.351888667992,592696,601713,"O","A",3,2019-03-28,"gid_2019_04_05_minmlb_phimlb_1","Rosario","Eddie",67098,"ROSARIO19910928A",NA,"Eddie Rosario","2019"
"147","Groundout",152.485682270916,169.99999870817,596146,434378,"O","A",8,2019-03-28,"gid_2019_04_24_minmlb_houmlb_1","Kepler","Max",68091,"KEPLER-RO19930210A",NA,"Max Kepler","2019"
"148","Groundout",152.647488317757,144.579439252336,596146,424144,"O","H",8,2019-03-28,"gid_2019_03_28_clemlb_minmlb_1","Kepler","Max",68091,"KEPLER-RO19930210A",NA,"Max Kepler","2019"
"149","Groundout",153.2,160.07,596146,606965,"O","H",9,2018-04-05,"gid_2018_04_09_houmlb_minmlb_1","Kepler","Max",68091,"KEPLER-RO19930210A",NA,"Max Kepler","2018"
"150","Groundout",153.501618525896,155.776891138449,592696,657624,"O","A",6,2019-03-28,"gid_2019_04_22_minmlb_houmlb_1","Rosario","Eddie",67098,"ROSARIO19910928A",NA,"Eddie Rosario","2019"
"151","Groundout",153.83,165.17,592696,621121,"O","H",3,2018-04-05,"gid_2018_04_11_houmlb_minmlb_1","Rosario","Eddie",67098,"ROSARIO19910928A",NA,"Eddie Rosario","2018"
"152","Groundout",153.839077102804,158.878504672897,592696,607352,"O","H",8,2019-03-28,"gid_2019_04_16_tormlb_minmlb_1","Rosario","Eddie",67098,"ROSARIO19910928A",NA,"Eddie Rosario","2019"
"153","Groundout",153.84,165.52,596146,593974,"O","H",8,2018-04-05,"gid_2018_04_29_cinmlb_minmlb_1","Kepler","Max",68091,"KEPLER-RO19930210A",NA,"Max Kepler","2018"
"154","Groundout",154.03,163.35,596146,598286,"O","H",5,2019-03-28,"gid_2019_04_12_detmlb_minmlb_1","Kepler","Max",68091,"KEPLER-RO19930210A",NA,"Max Kepler","2019"
"155","Groundout",154.04,166.28,596146,622491,"O","H",1,2018-04-05,"gid_2018_04_27_cinmlb_minmlb_1","Kepler","Max",68091,"KEPLER-RO19930210A",NA,"Max Kepler","2018"
"156","Groundout",154.44,149.16,596146,592717,"O","H",2,2018-04-05,"gid_2018_04_30_tormlb_minmlb_1","Kepler","Max",68091,"KEPLER-RO19930210A",NA,"Max Kepler","2018"
"157","Groundout",154.517554780877,152.221114246019,592696,641745,"O","A",5,2019-03-28,"gid_2019_04_02_minmlb_kcamlb_1","Rosario","Eddie",67098,"ROSARIO19910928A",NA,"Eddie Rosario","2019"
"158","Groundout",154.98,168.02,596146,502042,"O","A",2,2018-04-05,"gid_2018_04_20_minmlb_tbamlb_1","Kepler","Max",68091,"KEPLER-RO19930210A",NA,"Max Kepler","2018"
"159","Groundout",155.427862149533,164.439252336449,592696,593679,"O","H",5,2019-03-28,"gid_2019_04_26_balmlb_minmlb_1","Rosario","Eddie",67098,"ROSARIO19910928A",NA,"Eddie Rosario","2019"
"160","Groundout",155.64,171.22,592696,608337,"O","H",1,2018-04-05,"gid_2018_04_12_chamlb_minmlb_1","Rosario","Eddie",67098,"ROSARIO19910928A",NA,"Eddie Rosario","2018"
"161","Groundout",155.825058411215,162.056074766355,596146,475115,"O","H",1,2019-03-28,"gid_2019_04_13_detmlb_minmlb_1","Kepler","Max",68091,"KEPLER-RO19930210A",NA,"Max Kepler","2019"
"162","Groundout",156.619450934579,155.700934579439,596146,622505,"O","H",8,2019-03-28,"gid_2019_04_14_detmlb_minmlb_1","Kepler","Max",68091,"KEPLER-RO19930210A",NA,"Max Kepler","2019"
"163","Groundout",156.619450934579,158.084112149533,592696,545333,"O","H",4,2019-03-28,"gid_2019_03_30_clemlb_minmlb_1","Rosario","Eddie",67098,"ROSARIO19910928A",NA,"Eddie Rosario","2019"
"164","Groundout",157.06,150.19,592696,605164,"O","A",5,2019-03-28,"gid_2019_04_21_minmlb_balmlb_1","Rosario","Eddie",67098,"ROSARIO19910928A",NA,"Eddie Rosario","2019"
"165","Groundout",157.06,167.97,596146,456701,"O","A",1,2019-03-28,"gid_2019_04_03_minmlb_kcamlb_1","Kepler","Max",68091,"KEPLER-RO19930210A",NA,"Max Kepler","2019"
"166","Groundout",157.4,166.81,592696,502042,"O","A",2,2018-04-05,"gid_2018_04_20_minmlb_tbamlb_1","Rosario","Eddie",67098,"ROSARIO19910928A",NA,"Eddie Rosario","2018"
"167","Groundout",157.811039719626,168.411214953271,596146,502171,"O","H",1,2019-03-28,"gid_2019_04_26_balmlb_minmlb_1","Kepler","Max",68091,"KEPLER-RO19930210A",NA,"Max Kepler","2019"
"168","Groundout",157.811039719626,171.588785046729,596146,641835,"O","H",7,2019-03-28,"gid_2019_04_18_tormlb_minmlb_1","Kepler","Max",68091,"KEPLER-RO19930210A",NA,"Max Kepler","2019"
"169","Groundout",158.208235981308,169.205607476636,592696,475115,"O","H",2,2019-03-28,"gid_2019_04_13_detmlb_minmlb_1","Rosario","Eddie",67098,"ROSARIO19910928A",NA,"Eddie Rosario","2019"
"170","Groundout",158.484373587938,145.980940672539,592696,621107,"O","A",3,2019-03-28,"gid_2019_04_07_minmlb_phimlb_1","Rosario","Eddie",67098,"ROSARIO19910928A",NA,"Eddie Rosario","2019"
"171","Groundout",158.58,151.21,592696,543243,"O","A",1,2018-04-05,"gid_2018_04_25_minmlb_nyamlb_1","Rosario","Eddie",67098,"ROSARIO19910928A",NA,"Eddie Rosario","2018"
"172","Groundout",158.581299800797,165.93625368825,592696,532077,"O","A",9,2019-03-28,"gid_2019_04_22_minmlb_houmlb_1","Rosario","Eddie",67098,"ROSARIO19910928A",NA,"Eddie Rosario","2019"
"173","Groundout",159.04,165.79,596146,434378,"O","H",3,2019-03-28,"gid_2019_04_29_houmlb_minmlb_1","Kepler","Max",68091,"KEPLER-RO19930210A",NA,"Max Kepler","2019"
"174","Groundout",159.09,152.22,592696,282332,"O","A",1,2018-04-05,"gid_2018_04_24_minmlb_nyamlb_1","Rosario","Eddie",67098,"ROSARIO19910928A",NA,"Eddie Rosario","2018"
"175","Groundout",159.14,164.91,596146,571670,"O","H",8,2018-04-05,"gid_2018_04_28_cinmlb_minmlb_1","Kepler","Max",68091,"KEPLER-RO19930210A",NA,"Max Kepler","2018"
"176","Groundout",159.6,155.78,596146,606478,"O","A",5,2018-04-05,"gid_2018_04_01_minmlb_balmlb_1","Kepler","Max",68091,"KEPLER-RO19930210A",NA,"Max Kepler","2018"
"177","Groundout",159.797021028037,168.411214953271,596146,446372,"O","H",4,2019-03-28,"gid_2019_03_28_clemlb_minmlb_1","Kepler","Max",68091,"KEPLER-RO19930210A",NA,"Max Kepler","2019"
